uid,name,pos,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
SoboOl00,Olaniyi Sobomehin,RB,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GreeSk20,Skyler Green,WR,,,,,,,,,,,,,,,,-2.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HickMa00,Maurice Hicks,RB,,,,,,,,,,,,,,,,-2.0,31.3,28.4,59.5,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RobiKe00,Kevin Robinson,WR,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JennAd00,Adam Jennings,WR,,,,,,,,,,,,,,,,-6.0,13.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaynRo00,Ron Dayne,RB,,,,,,,,,,,,,,,,,133.0,107.9,34.2,25.1,,69.2,121.7,107.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarrJo00,Joey Harrington,QB,,,,,,,,,,,,,,,,,104.8,111.8,104.9,187.4,153.1,106.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HenrTr00,Travis Henry,RB,,,,,,,,,,,,,,,,,101.1,179.9,49.7,42.1,223.4,262.2,121.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KeitKe00,Kenton Keith,RB,,,,,,,,,,,,,,,,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JureJo00,Joe Jurevicius,WR,,,,,,,,,,,,,,,,,106.4,87.5,156.9,58.8,29.8,84.8,114.1,43.2,44.8,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CartDr00,Drew Carter,WR,,,,,,,,,,,,,,,,,94.7,69.5,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DrouRe00,Reuben Droughns,RB,,,,,,,,,,,,,,,,,71.9,122.2,189.6,206.1,26.6,20.9,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitMu00,Musa Smith,RB,,,,,,,,,,,,,,,,,71.1,37.8,2.0,8.9,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnEr00,Eric Johnson,TE,,,,,,,,,,,,,,,,,73.8,58.2,,133.5,,50.1,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilfTr00,Trent Dilfer,QB,,,,,,,,,,,,,,,,,49.1,,103.4,12.7,1.1,52.0,64.3,90.0,91.2,185.3,178.1,130.8,102.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,
TestVi00,Vinny Testaverde,QB,,,,,,,,,,,,,,,,,46.3,4.4,23.5,175.1,81.1,26.3,140.6,182.5,5.8,242.6,172.7,285.9,180.7,142.7,113.3,153.9,86.9,169.5,171.2,123.4,55.2,,,,,,,,,,,,,,,,,
WalkDa00,Darius Walker,RB,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ParkSa00,Samie Parker,WR,,,,,,,,,,,,,,,,,54.0,83.3,85.3,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PollMa00,Marcus Pollard,TE,,,,,,,,,,,,,,,,,53.3,16.0,90.6,81.4,92.1,105.3,145.4,78.9,74.4,70.9,18.6,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,
McNaSt00,Steve McNair,QB,,,,,,,,,,,,,,,,,33.7,177.9,180.3,82.5,241.3,255.5,265.4,180.2,198.9,247.0,244.0,80.8,30.6,,,,,,,,,,,,,,,,,,,,,,,,,
MoulEr00,Eric Moulds,WR,,,,,,,,,,,,,,,,,50.2,90.8,146.1,178.2,116.0,239.9,154.2,212.0,172.0,224.3,51.8,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,
McCaKe00,Keenan McCardell,WR,,,,,,,,,,,,,,,,,42.6,58.5,181.3,61.1,211.4,131.8,193.5,191.7,160.1,159.2,188.9,175.4,122.9,23.2,53.9,1.3,,,,,,,,,,,,,,,,,,,,,,
WilsCe00,Cedrick Wilson,WR,,,,,,,,,,,,,,,,,41.4,75.1,58.1,106.2,74.9,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoreVe00,Vernand Morency,RB,,,,,,,,,,,,,,,,,45.7,73.7,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HornJo00,Joe Horn,WR,,,,,,,,,,,,,,,,,43.8,112.4,93.9,254.9,198.4,219.4,222.4,230.0,113.6,28.8,7.5,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
SypnQu00,Quinn Sypniewski,TE,,,,,,,,,,,,,,,,,45.6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HolcKe00,Kelly Holcomb,QB,,,,,,,,,,,,,,,,,26.6,,81.5,47.3,84.6,54.5,8.6,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThomAn01,Anthony Thomas,RB,,,,,,,,,,,,,,,,,31.9,72.7,12.5,72.1,146.5,130.4,191.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DwigTi00,Tim Dwight,WR,,,,,,,,,,,,,,,,,26.0,22.0,61.8,21.5,33.1,116.1,67.5,74.4,139.7,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BradKy00,Kyle Brady,TE,,,,,,,,,,,,,,,,,23.5,6.2,26.7,23.3,44.6,91.6,68.6,124.9,58.6,74.5,46.8,27.9,50.2,,,,,,,,,,,,,,,,,,,,,,,,,
BrouJo00,John Broussard,WR,,,,,,,,,,,,,,,,,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HolmPr00,Priest Holmes,RB,,,,,,,,,,,,,,,,,19.9,,117.3,203.4,408.0,405.7,301.9,106.9,79.5,182.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FaurCh00,Christian Fauria,TE,,,,,,,,,,,,,,,,,18.4,2.7,21.7,39.5,54.5,82.8,35.3,49.7,55.1,66.2,16.0,36.4,32.6,,,,,,,,,,,,,,,,,,,,,,,,,
FletBr00,Bryan Fletcher,TE,,,,,,,,,,,,,,,,,25.3,41.2,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MadsJo00,John Madsen,WR,,,,,,,,,,,,,,,,,20.2,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WaltTr00,Troy Walters,WR,,,,,,,,,,,,,,,,,20.6,44.4,40.2,1.0,82.2,27.0,-2.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaldRe00,Reche Caldwell,WR,,,,,,,,,,,,,,,,,21.6,131.0,52.2,62.5,15.9,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DawsCl00,Clifton Dawson,RB,,,,,,,,,,,,,,,,,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoreSe00,Sean Morey,WR,,,,,,,,,,,,,,,,,18.4,3.9,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RattTi00,Tim Rattay,QB,,,,,,,,,,,,,,,,,13.1,40.2,34.5,106.3,58.2,17.3,0.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RossCo00,Cory Ross,RB,,,,,,,,,,,,,,,,,13.2,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShipMa00,Marcel Shipp,RB,,,,,,,,,,,,,,,,,14.6,37.1,82.1,,110.4,189.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThorCr00,Craphonso Thorpe,WR,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BienTr00,Troy Bienemann,TE,,,,,,,,,,,,,,,,,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KennEd00,Eddie Kennison,WR,,,,,,,,,,,,,,,,,17.1,144.1,176.5,191.1,142.2,134.9,74.8,101.6,140.0,40.8,54.2,181.4,,,,,,,,,,,,,,,,,,,,,,,,,,
GilmBr00,Bryan Gilmore,WR,,,,,,,,,,,,,,,,,13.8,32.4,19.0,34.1,41.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PutzJe00,Jeb Putzier,TE,,,,,,,,,,,,,,,,,12.9,19.0,68.6,87.2,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JacoTa00,Taylor Jacobs,WR,,,,,,,,,,,,,,,,,10.7,4.9,15.5,27.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StroMa00,Mack Strong,FB,,,,,,,,,,,,,,,,,13.6,47.3,35.4,31.5,57.5,44.4,28.1,32.5,1.0,21.5,28.4,13.1,42.0,23.2,,,,,,,,,,,,,,,,,,,,,,,,
ToefLa00,LaBrandon Toefield,RB,,,,,,,,,,,,,,,,,9.6,2.2,41.4,50.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WrigDw01,Dwayne Wright,RB,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcheAd00,Adimchinobe Echemandu,RB,,,,,,,,,,,,,,,,,8.6,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KowaJo00,Joe Kowalewski,TE,,,,,,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucaCh00,Chad Lucas,WR,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MathJe00,Jerome Mathis,WR,,,,,,,,,,,,,,,,,8.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeinCh00,Chris Weinke,QB,,,,,,,,,,,,,,,,,8.2,26.6,6.1,,,2.1,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AndeMi00,Mike Anderson,RB,,,,,,,,,,,,,,,,,8.8,34.2,205.6,,67.0,86.3,100.4,261.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CalhBr00,Brian Calhoun,RB,,,,,,,,,,,,,,,,,9.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoorAa00,Aaron Moorehead,WR,,,,,,,,,,,,,,,,,10.5,18.2,11.0,1.2,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PricPe00,Peerless Price,WR,,,,,,,,,,,,,,,,,10.3,82.5,13.5,102.4,134.1,222.9,166.7,117.4,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MustCh00,Chad Mustard,TE,,,,,,,,,,,,,,,,,8.7,3.3,,1.4,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NallCr00,Craig Nall,QB,,,,,,,,,,,,,,,,,6.1,,,29.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlakDw00,Dwayne Blakley,TE,,,,,,,,,,,,,,,,,8.3,10.6,11.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarrGi00,Gilbert Harris,RB,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MilnMa00,Martrez Milner,TE,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PinnAr00,Artose Pinner,RB,,,,,,,,,,,,,,,,,4.6,37.5,81.5,42.1,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrouBe00,Ben Troupe,TE,,,,,,,,,,,,,,,,,7.1,33.5,104.5,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByrdDo00,Dominique Byrd,TE,,,,,,,,,,,,,,,,,6.4,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MixxAn00,Anthony Mix,WR,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RobiRy00,Ryne Robinson,WR,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TyreDa00,David Tyree,WR,,,,,,,,,,,,,,,,,5.5,41.2,11.7,26.5,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReidWi00,Willie Reid,WR,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThomTy00,Tyson Thompson,RB,,,,,,,,,,,,,,,,,3.4,9.0,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarcCh00,Chris Barclay,RB,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GreeJu00,Justin Green,FB,,,,,,,,,,,,,,,,,2.6,3.7,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HaynAl00,Alex Haynes,RB,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McFoCh00,Chris McFoy,WR,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BodiSh00,Shaun Bodiford,WR,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaviCh03,Chris Davis,WR,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DunnJa00,Jason Dunn,TE,,,,,,,,,,,,,,,,,1.9,6.0,7.8,38.5,24.0,2.6,13.4,3.6,,21.7,24.8,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,
EalyBi00,Biren Ealy,WR,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HaltAa00,Aaron Halterman,TE,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KozlBr00,Brian Kozlowski,TE,,,,,,,,,,,,,,,,,1.0,0.6,3.6,4.4,9.7,8.9,40.5,34.6,29.7,21.3,19.4,6.9,0.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,
KrauRy00,Ryan Krause,TE,,,,,,,,,,,,,,,,,2.1,,,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoreJa00,Jared Lorenzen,QB,,,,,,,,,,,,,,,,,1.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxwMa00,Marcus Maxwell,WR,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeufRy00,Ryan Neufeld,TE,,,,,,,,,,,,,,,,,2.4,6.9,1.4,9.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OwenRi00,Richard Owens,TE,,,,,,,,,,,,,,,,,1.4,13.5,2.8,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PinnAn00,Andrew Pinnock,FB,,,,,,,,,,,,,,,,,1.1,2.5,0.4,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PociJa00,Jason Pociask,TE,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmolIs00,Isaac Smolko,TE,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WalkAa00,Aaron Walker,TE,,,,,,,,,,,,,,,,,2.3,9.3,,16.5,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BradJo20,Jon Bradley,FB,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EverKe00,Kevin Everett,TE,,,,,,,,,,,,,,,,,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HassTi00,Tim Hasselbeck,QB,,,,,,,,,,,,,,,,,-0.1,,-0.3,,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoytOl20,Oliver Hoyte,FB,,,,,,,,,,,,,,,,,0.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MartJa00,Jamie Martin,QB,,,,,,,,,,,,,,,,,-0.3,8.3,57.7,7.5,,53.2,,17.7,,23.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ONeaOr00,Oren O'Neal,FB,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PerrTa00,Tab Perry,WR,,,,,,,,,,,,,,,,,0.1,11.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StorBy00,Byron Storer,RB,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaylTr01,Travis Taylor,WR,,,,,,,,,,,,,,,,,0.9,108.1,109.7,57.1,106.9,163.9,99.6,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VickLe00,Lee Vickers,TE,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WrigAn00,Anthony Wright,QB,,,,,,,,,,,,,,,,,0.4,,74.1,,69.3,,32.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaheRe00,Reno Mahe,RB,,,,,,,,,,,,,,,,,-0.4,4.6,21.5,28.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowTr00,Troy Brown,WR,,,,,,,,,,,,,,,,,-2.0,87.7,,,93.9,156.9,219.5,166.5,71.1,52.1,115.4,32.7,28.9,-4.0,1.2,,,,,,,,,,,,,,,,,,,,,,,
DrumEd00,Eddie Drummond,WR,,,,,,,,,,,,,,,,,-2.3,0.4,-0.3,24.9,6.1,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OwenCh00,Chad Owens,WR,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillBr01,Brandon Williams,WR,,,,,,,,,,,,,,,,,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarbTi00,Tiki Barber,RB,,,,,,,,,,,,,,,,,,269.7,332.0,321.6,210.2,286.9,202.2,255.5,137.7,90.4,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
GlenTe00,Terry Glenn,WR,,,,,,,,,,,,,,,,,,176.8,192.2,63.7,136.9,119.7,33.4,175.7,169.2,122.1,66.6,198.4,,,,,,,,,,,,,,,,,,,,,,,,,,
DillCo00,Corey Dillon,RB,,,,,,,,,,,,,,,,,,177.4,178.4,253.3,78.7,220.4,241.3,204.3,196.5,170.8,212.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlumJa00,Jake Plummer,QB,,,,,,,,,,,,,,,,,,111.0,217.7,255.8,167.8,181.9,202.4,140.1,94.5,213.2,144.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnKe00,Keyshawn Johnson,WR,,,,,,,,,,,,,,,,,,142.9,151.7,166.4,100.5,180.8,183.6,167.4,210.1,226.6,161.3,165.9,,,,,,,,,,,,,,,,,,,,,,,,,,
LundWa00,Wali Lundy,RB,,,,,,,,,,,,,,,,,,108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarlKe00,Kevan Barlow,RB,,,,,,,,,,,,,,,,,,78.6,113.7,158.9,184.6,116.1,116.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HousCe00,Cedric Houston,RB,,,,,,,,,,,,,,,,,,75.2,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BledDr00,Drew Bledsoe,QB,,,,,,,,,,,,,,,,,,71.4,206.6,159.0,127.3,251.1,21.8,193.4,199.5,195.7,233.7,248.1,152.7,222.2,130.0,,,,,,,,,,,,,,,,,,,,,,,
ParkEr00,Eric Parker,WR,,,,,,,,,,,,,,,,,,91.8,122.5,119.8,53.5,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitRo01,Rod Smith,WR,,,,,,,,,,,,,,,,,,92.7,185.7,199.2,158.2,176.1,261.5,272.1,163.5,214.1,224.6,43.8,24.2,,,,,,,,,,,,,,,,,,,,,,,,,
RobiMa00,Marcus Robinson,WR,,,,,,,,,,,,,,,,,,76.6,99.0,137.2,96.6,52.9,50.4,130.2,236.0,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GabrDo00,Doug Gabriel,WR,,,,,,,,,,,,,,,,,,73.8,92.4,80.3,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HerrNo00,Noah Herron,RB,,,,,,,,,,,,,,,,,,64.6,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrooAa00,Aaron Brooks,QB,,,,,,,,,,,,,,,,,,46.6,169.4,244.3,229.3,256.2,253.1,111.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WiggJe00,Jermaine Wiggins,TE,,,,,,,,,,,,,,,,,,67.6,97.3,130.0,18.0,15.2,44.3,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlstMi00,Mike Alstott,FB,,,,,,,,,,,,,,,,,,52.1,86.7,65.7,33.0,134.5,174.6,88.3,174.3,154.8,147.8,157.9,,,,,,,,,,,,,,,,,,,,,,,,,,
AndeCo00,Courtney Anderson,TE,,,,,,,,,,,,,,,,,,53.0,60.3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarrAr00,Arlen Harris,RB,,,,,,,,,,,,,,,,,,44.0,15.5,12.7,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaviSt00,Stephen Davis,RB,,,,,,,,,,,,,,,,,,36.7,133.9,13.4,209.3,147.7,203.7,237.6,265.1,59.7,95.1,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,
LeexRe00,ReShard Lee,RB,,,,,,,,,,,,,,,,,,41.0,-1.4,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlexSt00,Stephen Alexander,TE,,,,,,,,,,,,,,,,,,37.0,33.5,64.2,2.0,79.5,13.0,84.5,64.9,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhitAl00,Alvis Whitted,WR,,,,,,,,,,,,,,,,,,41.8,30.4,41.2,23.8,,3.1,36.2,6.9,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillRa01,Randal Williams,TE,,,,,,,,,,,,,,,,,,39.3,22.9,3.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MangKr00,Kris Mangum,TE,,,,,,,,,,,,,,,,,,33.5,41.7,67.3,28.4,23.9,28.4,37.0,1.1,1.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
KircDa00,David Kircus,WR,,,,,,,,,,,,,,,,,,23.2,,14.3,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AyanOb00,Obafemi Ayanbadejo,FB,,,,,,,,,,,,,,,,,,26.1,46.7,62.8,11.1,,51.4,44.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrueMa00,Mark Bruener,TE,,,,,,,,,,,,,,,,,,22.7,3.2,7.2,8.2,19.1,15.8,45.7,26.6,37.2,54.7,22.1,54.8,,,,,,,,,,,,,,,,,,,,,,,,,
CrocZa00,Zack Crockett,FB,,,,,,,,,,,,,,,,,,22.6,44.4,51.9,63.3,59.8,50.5,66.2,48.7,0.0,54.7,35.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
FasoCi00,Ciatrick Fason,RB,,,,,,,,,,,,,,,,,,19.3,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FishTo00,Tony Fisher,RB,,,,,,,,,,,,,,,,,,23.8,88.6,85.4,69.1,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneJa02,Jamal Jones,WR,,,,,,,,,,,,,,,,,,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BradCo00,Corey Bradford,WR,,,,,,,,,,,,,,,,,,23.4,92.4,71.4,82.0,127.1,80.1,,114.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrysSh00,Shawn Bryson,RB,,,,,,,,,,,,,,,,,,19.9,81.5,78.6,137.6,4.9,56.5,116.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HakiAz00,Az-Zahir Hakim,WR,,,,,,,,,,,,,,,,,,23.3,77.9,86.8,99.3,96.9,81.9,121.8,140.1,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BergAd00,Adam Bergen,TE,,,,,,,,,,,,,,,,,,20.6,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoliCa00,Carlyle Holiday,WR,,,,,,,,,,,,,,,,,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnKy00,Kyle Johnson,FB,,,,,,,,,,,,,,,,,,16.2,61.4,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConwEr00,Ernie Conwell,TE,,,,,,,,,,,,,,,,,,15.7,27.0,21.2,54.0,79.9,90.9,8.8,1.6,18.0,83.4,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,
GiveDa00,David Givens,WR,,,,,,,,,,,,,,,,,,14.7,116.6,133.4,102.0,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NashDa00,Damien Nash,RB,,,,,,,,,,,,,,,,,,12.7,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BranJa00,Jamaal Branch,RB,,,,,,,,,,,,,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlayDe00,Derrick Blaylock,RB,,,,,,,,,,,,,,,,,,9.8,8.5,145.0,54.8,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FinnJi00,Jim Finn,FB,,,,,,,,,,,,,,,,,,10.8,16.3,19.4,18.5,4.9,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAfFr00,Fred McAfee,RB,,,,,,,,,,,,,,,,,,7.2,-4.0,5.4,-0.7,1.1,0.2,3.7,,18.3,7.5,6.3,37.9,18.0,19.8,19.5,60.7,,,,,,,,,,,,,,,,,,,,,
McCrFr00,Fred McCrary,FB,,,,,,,,,,,,,,,,,,8.8,2.7,3.3,2.5,36.7,13.9,33.9,44.6,,5.2,,16.6,,,,,,,,,,,,,,,,,,,,,,,,,
MiliIt00,Itula Mili,TE,,,,,,,,,,,,,,,,,,11.9,,41.5,96.2,84.3,25.8,60.8,9.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CartRa00,Ran Carthon,RB,,,,,,,,,,,,,,,,,,6.4,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
